LCLid,StdorToU,Acorn,Acorn_grouped,block_num,energy_sum,group_average,energy_average,tarrif_types,acorn_types
MAC005492,ToU,ACORN-,ACORN-,0,4149.144,15.25529409,7.489429603,1,0
MAC001074,ToU,ACORN-,ACORN-,0,5225.802997,15.25529409,23.02115858,1,0
MAC000002,Std,ACORN-A,Affluent,0,6095.672001,19.21664098,12.07063763,0,1
MAC003613,Std,ACORN-A,Affluent,0,16724.291,19.21664098,33.05195849,0,1
MAC003597,Std,ACORN-A,Affluent,0,14539.33999,19.21664098,28.6771992,0,1
MAC003579,Std,ACORN-A,Affluent,0,5562.601,19.21664098,10.95000197,0,1
MAC003566,Std,ACORN-A,Affluent,0,14757.164,19.21664098,29.04953543,0,1
MAC003557,Std,ACORN-A,Affluent,0,4072.403999,19.21664098,9.98138235,0,1
MAC003553,Std,ACORN-A,Affluent,0,8789.250002,19.21664098,17.26768173,0,1
MAC003482,Std,ACORN-A,Affluent,0,6755.175001,19.21664098,13.14236382,0,1
MAC003463,Std,ACORN-A,Affluent,0,4864.518999,19.21664098,15.49209872,0,1
MAC003449,Std,ACORN-A,Affluent,0,25212.01001,19.21664098,48.95535923,0,1
MAC003428,Std,ACORN-A,Affluent,0,13490.68,19.21664098,26.14472868,0,1
MAC003423,Std,ACORN-A,Affluent,0,9221.997,19.21664098,17.87208721,0,1
MAC003422,Std,ACORN-A,Affluent,0,9491.496996,19.21664098,18.46594746,0,1
MAC003400,Std,ACORN-A,Affluent,0,6325.241999,19.21664098,12.18736416,0,1
MAC003394,Std,ACORN-A,Affluent,0,14126.34399,19.21664098,27.2183892,0,1
MAC003388,Std,ACORN-A,Affluent,0,14971.887,19.21664098,28.84756648,0,1
MAC003348,Std,ACORN-A,Affluent,0,5221.032,19.21664098,11.73265618,0,1
MAC000246,Std,ACORN-A,Affluent,0,13772.934,19.21664098,16.81676924,0,1
MAC003305,Std,ACORN-A,Affluent,0,8232.836,19.21664098,15.74156023,0,1
MAC003281,Std,ACORN-A,Affluent,0,4926.903001,19.21664098,9.366735743,0,1
MAC003252,Std,ACORN-A,Affluent,0,6667.668,19.21664098,12.77331034,0,1
MAC003239,Std,ACORN-A,Affluent,0,4003.690999,19.21664098,7.568413988,0,1
MAC003646,Std,ACORN-A,Affluent,0,5377.506,19.21664098,10.64852673,0,1
MAC003656,Std,ACORN-A,Affluent,0,8930.842998,19.21664098,17.68483762,0,1
MAC003668,Std,ACORN-A,Affluent,0,18540.225,19.21664098,36.93271913,0,1
MAC003680,Std,ACORN-A,Affluent,0,8501.060998,19.21664098,16.96818562,0,1
MAC004431,Std,ACORN-A,Affluent,0,15239.314,19.21664098,21.43363432,0,1
MAC004387,Std,ACORN-A,Affluent,0,3075.607,19.21664098,4.301548252,0,1
MAC004319,Std,ACORN-A,Affluent,0,31514.59899,19.21664098,48.8598434,0,1
MAC004247,Std,ACORN-A,Affluent,0,13970.421,19.21664098,21.6260387,0,1
MAC004179,Std,ACORN-A,Affluent,0,65623.649,19.21664098,101.1150216,0,1
MAC004034,Std,ACORN-A,Affluent,0,4919.275,19.21664098,11.18017045,0,1
MAC003874,Std,ACORN-A,Affluent,0,5456.398,19.21664098,11.09023984,0,1
MAC003863,Std,ACORN-A,Affluent,0,6845.674,19.21664098,13.91397154,0,1
MAC003856,Std,ACORN-A,Affluent,0,16872.394,19.21664098,34.22392293,0,1
MAC003851,Std,ACORN-A,Affluent,0,6624.422,19.21664098,13.43696146,0,1
MAC003223,Std,ACORN-A,Affluent,0,10151.664,19.21664098,19.15408302,0,1
MAC003844,Std,ACORN-A,Affluent,0,7185.129998,19.21664098,14.5743002,0,1
MAC003826,Std,ACORN-A,Affluent,0,5233.688999,19.21664098,10.59451214,0,1
MAC003817,Std,ACORN-A,Affluent,0,10844.545,19.21664098,21.90817173,0,1
MAC003805,Std,ACORN-A,Affluent,0,6302.162,19.21664098,12.7316404,0,1
MAC003775,Std,ACORN-A,Affluent,0,13439.166,19.21664098,29.73266814,0,1
MAC003740,Std,ACORN-A,Affluent,0,5134.01,19.21664098,10.2885972,0,1
MAC003737,Std,ACORN-A,Affluent,0,5031.131001,19.21664098,10.08242686,0,1
MAC003719,Std,ACORN-A,Affluent,0,6820.188,19.21664098,13.640376,0,1
MAC003718,Std,ACORN-A,Affluent,0,3645.714,19.21664098,9.988257535,0,1
MAC003686,Std,ACORN-A,Affluent,0,8130.503003,19.21664098,16.22854891,0,1
MAC000450,Std,ACORN-A,Affluent,0,30352.305,19.21664098,72.26739285,0,1
MAC003840,Std,ACORN-A,Affluent,1,5334.751,19.21664098,10.79909109,0,1
MAC003212,Std,ACORN-A,Affluent,1,6540.027,19.21664098,12.33967358,0,1
MAC003182,Std,ACORN-A,Affluent,1,11467.668,19.21664098,21.4750337,0,1
MAC003166,Std,ACORN-A,Affluent,1,13734.991,19.21664098,23.76296021,0,1
MAC001628,Std,ACORN-A,Affluent,1,4307.335,19.21664098,6.709244548,0,1
MAC001533,Std,ACORN-A,Affluent,1,5014.706,19.21664098,7.738743828,0,1
MAC001528,Std,ACORN-A,Affluent,1,9374.714999,19.21664098,14.48951314,0,1
MAC001510,Std,ACORN-A,Affluent,1,15065.581,19.21664098,23.2493534,0,1
MAC001271,Std,ACORN-A,Affluent,1,10628.363,19.21664098,16.20177287,0,1
MAC001251,Std,ACORN-A,Affluent,1,11613.374,19.21664098,17.70331403,0,1
MAC001239,Std,ACORN-A,Affluent,1,7529.990998,19.21664098,11.47864481,0,1
MAC001145,Std,ACORN-A,Affluent,1,42592.30599,19.21664098,64.4361664,0,1
MAC000974,Std,ACORN-A,Affluent,1,4233.496,19.21664098,6.337568862,0,1
MAC000948,Std,ACORN-A,Affluent,1,8586.29,19.21664098,12.8345142,0,1
MAC001689,Std,ACORN-A,Affluent,1,12461.543,19.21664098,19.44078471,0,1
MAC000902,Std,ACORN-A,Affluent,1,13464.308,19.21664098,20.00640119,0,1
MAC000850,Std,ACORN-A,Affluent,1,10562.493,19.21664098,15.6713546,0,1
MAC000816,Std,ACORN-A,Affluent,1,3784.466,19.21664098,5.631645834,0,1
MAC000778,Std,ACORN-A,Affluent,1,13256.583,19.21664098,19.494975,0,1
MAC000379,Std,ACORN-A,Affluent,1,16787.1,19.21664098,33.11065089,0,1
MAC000768,Std,ACORN-A,Affluent,1,7863.598999,19.21664098,11.56411618,0,1
MAC000713,Std,ACORN-A,Affluent,1,8079.217999,19.21664098,11.86375624,0,1
MAC000386,Std,ACORN-A,Affluent,1,8221.818999,19.21664098,11.45100139,0,1
MAC000569,Std,ACORN-A,Affluent,1,24947.264,19.21664098,36.20793033,0,1
MAC000557,Std,ACORN-A,Affluent,1,44660.90301,19.21664098,64.81988826,0,1
MAC000535,Std,ACORN-A,Affluent,1,19053.085,19.21664098,27.61316667,0,1
MAC000886,Std,ACORN-A,Affluent,1,12709.084,19.21664098,18.88422585,0,1
MAC004529,Std,ACORN-A,Affluent,1,6151.58,19.21664098,7.679875156,0,1
MAC001710,Std,ACORN-A,Affluent,1,10428.723,19.21664098,16.34596081,0,1
MAC001776,Std,ACORN-A,Affluent,1,2944.199,19.21664098,4.658542722,0,1
MAC003110,Std,ACORN-A,Affluent,1,5169.021,19.21664098,7.903701835,0,1
MAC003072,Std,ACORN-A,Affluent,1,10901.585,19.21664098,16.64364122,0,1
MAC002937,Std,ACORN-A,Affluent,1,8698.582001,19.21664098,14.33044811,0,1
MAC002924,Std,ACORN-A,Affluent,1,10022.941,19.21664098,16.5395066,0,1
MAC002813,Std,ACORN-A,Affluent,1,4403.564,19.21664098,6.682191199,0,1
MAC002628,Std,ACORN-A,Affluent,1,30950.34199,19.21664098,46.40231183,0,1
MAC002613,Std,ACORN-A,Affluent,1,11222.162,19.21664098,43.16216155,0,1
MAC002601,Std,ACORN-A,Affluent,1,20003.321,19.21664098,33.39452587,0,1
MAC002563,Std,ACORN-A,Affluent,1,7041.224,19.21664098,11.73537333,0,1
MAC002562,Std,ACORN-A,Affluent,1,5025.204,19.21664098,8.375339999,0,1
MAC001734,Std,ACORN-A,Affluent,1,20410.847,19.21664098,31.9919232,0,1
MAC002314,Std,ACORN-A,Affluent,1,9597.124999,19.21664098,14.19693047,0,1
MAC002249,Std,ACORN-A,Affluent,1,8747.123001,19.21664098,13.19324736,0,1
MAC002150,Std,ACORN-A,Affluent,1,8395.925,19.21664098,13.54181452,0,1
MAC002068,Std,ACORN-A,Affluent,1,9603.919001,19.21664098,16.8489807,0,1
MAC000323,Std,ACORN-A,Affluent,1,11335.937,19.21664098,15.63577517,0,1
MAC002025,Std,ACORN-A,Affluent,1,5749.248,19.21664098,9.213538462,0,1
MAC001989,Std,ACORN-A,Affluent,1,12656.146,19.21664098,20.18524084,0,1
MAC001893,Std,ACORN-A,Affluent,1,11481.144,19.21664098,18.22403809,0,1
MAC001843,Std,ACORN-A,Affluent,1,11043.788,19.21664098,17.64183386,0,1
MAC001836,Std,ACORN-A,Affluent,2,23200.36399,19.21664098,36.7094367,0,1
MAC001819,Std,ACORN-A,Affluent,2,6547.089,19.21664098,10.39220476,0,1
MAC002260,Std,ACORN-A,Affluent,2,11420.568,19.21664098,21.30702985,0,1
MAC004554,Std,ACORN-A,Affluent,2,8779.959,19.21664098,10.97494875,0,1
MAC003683,Std,ACORN-A,Affluent,2,4256.12,19.21664098,10.5349505,0,1
MAC003257,ToU,ACORN-A,Affluent,2,27896.576,19.21664098,52.83442425,1,1
MAC000464,ToU,ACORN-A,Affluent,2,3939.017,19.21664098,5.563583333,1,1
MAC000339,ToU,ACORN-A,Affluent,2,10150.004,19.21664098,14.03873306,1,1
MAC004872,Std,ACORN-A,Affluent,2,10299.581,19.21664098,13.07053426,0,1
MAC005523,Std,ACORN-A,Affluent,2,6158.146999,19.21664098,9.016320643,0,1
MAC004054,ToU,ACORN-A,Affluent,2,16724.708,19.21664098,27.78190698,1,1
MAC000103,Std,ACORN-A,Affluent,2,17121.392,19.21664098,24.04689888,0,1
MAC000487,ToU,ACORN-A,Affluent,2,7987.12,19.21664098,11.28124294,1,1
MAC004258,ToU,ACORN-A,Affluent,2,11753.28,19.21664098,18.19393189,1,1
MAC003606,ToU,ACORN-A,Affluent,2,8834.219999,19.21664098,17.4589328,1,1
MAC005468,Std,ACORN-A,Affluent,2,9081.001,19.21664098,13.27631725,0,1
MAC000110,Std,ACORN-A,Affluent,2,13246.597,19.21664098,16.37403832,0,1
MAC005421,Std,ACORN-A,Affluent,2,17561.34,19.21664098,24.02372093,0,1
MAC000112,Std,ACORN-A,Affluent,2,10376.81,19.21664098,12.84258663,0,1
MAC005406,Std,ACORN-A,Affluent,2,51950.87201,19.21664098,70.87431379,0,1
MAC004374,ToU,ACORN-A,Affluent,2,18545.879,19.21664098,25.93829231,1,1
MAC005283,Std,ACORN-A,Affluent,2,9518.262001,19.21664098,12.691016,0,1
MAC000593,ToU,ACORN-A,Affluent,2,5708.636,19.21664098,8.297436047,1,1
MAC000609,ToU,ACORN-A,Affluent,2,4769.056999,19.21664098,6.931768894,1,1
MAC003634,ToU,ACORN-A,Affluent,2,14391.611,19.21664098,28.49823961,1,1
MAC000040,Std,ACORN-A,Affluent,2,21677.45,19.21664098,26.63077396,0,1
MAC002199,ToU,ACORN-A,Affluent,2,6573.842997,19.21664098,10.70658469,1,1
MAC002134,ToU,ACORN-A,Affluent,2,6367.401001,19.21664098,10.25346377,1,1
MAC002113,ToU,ACORN-A,Affluent,2,3625.848,19.21664098,5.838724637,1,1
MAC001736,ToU,ACORN-A,Affluent,2,13630.945,19.21664098,24.47207361,1,1
MAC003286,ToU,ACORN-A,Affluent,2,7021.251001,19.21664098,13.34838593,1,1
MAC001653,ToU,ACORN-A,Affluent,2,1861.864001,19.21664098,18.43429704,1,1
MAC003474,ToU,ACORN-A,Affluent,2,5332.400001,19.21664098,10.45568628,1,1
MAC002552,ToU,ACORN-A,Affluent,2,5491.042997,19.21664098,9.151738329,1,1
MAC003807,ToU,ACORN-A,Affluent,2,13371.643,19.21664098,27.0134202,1,1
MAC003895,ToU,ACORN-A,Affluent,2,8611.983999,19.21664098,17.83019462,1,1
MAC000797,ToU,ACORN-A,Affluent,2,7393.601,19.21664098,11.357298,1,1
MAC000030,Std,ACORN-A,Affluent,2,9273.823001,19.21664098,11.37892393,0,1
MAC003536,ToU,ACORN-A,Affluent,2,7521.215998,19.21664098,14.77645579,1,1
MAC004436,ToU,ACORN-A,Affluent,2,3460.279999,19.21664098,4.866779183,1,1
MAC002959,ToU,ACORN-A,Affluent,2,15573.994,19.21664098,25.78475827,1,1
MAC004988,ToU,ACORN-A,Affluent,2,8420.343002,19.21664098,11.00698432,1,1
MAC005042,Std,ACORN-A,Affluent,2,11188.629,19.21664098,14.74127668,0,1
MAC004789,ToU,ACORN-A,Affluent,2,4646.609,19.21664098,6.676162356,1,1
MAC003196,ToU,ACORN-A,Affluent,2,2668.781,19.21664098,8.472320634,1,1
MAC004900,Std,ACORN-A,Affluent,2,18836.579,19.21664098,24.30526322,0,1
MAC004997,Std,ACORN-A,Affluent,2,10000.73101,19.21664098,22.93745643,0,1
MAC004713,ToU,ACORN-A,Affluent,2,10172.112,19.21664098,17.09598655,1,1
MAC005160,ToU,ACORN-A,Affluent,2,7197.58,19.21664098,11.26381847,1,1
MAC004633,ToU,ACORN-A,Affluent,3,2153.84,19.21664098,9.165276597,1,1
MAC004593,ToU,ACORN-A,Affluent,3,37340.362,19.21664098,62.44207692,1,1
MAC004955,ToU,ACORN-A,Affluent,3,7612.382,19.21664098,9.911955729,1,1
MAC005172,ToU,ACORN-A,Affluent,3,5306.185999,19.21664098,8.316905954,1,1
MAC005159,ToU,ACORN-A,Affluent,3,10701.52,19.21664098,16.74729265,1,1
MAC004543,ToU,ACORN-A,Affluent,3,16442.414,19.21664098,20.52735831,1,1
MAC003211,ToU,ACORN-A,Affluent,3,8364.531998,19.21664098,15.78213585,1,1
MAC003221,ToU,ACORN-A,Affluent,3,2946.262,19.21664098,5.580041667,1,1
MAC004832,ToU,ACORN-A,Affluent,3,6726.515999,19.21664098,9.748573912,1,1
MAC004417,Std,ACORN-B,Affluent,3,4617.123001,12.30816554,6.484723315,0,2
MAC004957,Std,ACORN-B,Affluent,3,1968.938,12.30816554,2.563721354,0,2
MAC003173,Std,ACORN-B,Affluent,3,6907.267999,12.30816554,12.91078131,0,2
MAC003903,ToU,ACORN-B,Affluent,3,15589.897,12.30816554,31.75131771,1,2
MAC001966,Std,ACORN-B,Affluent,3,12142.573,12.30816554,19.33530733,0,2
MAC002327,Std,ACORN-B,Affluent,3,9941.123002,12.30816554,14.72758963,0,2
MAC000606,Std,ACORN-B,Affluent,3,2923.878,12.30816554,9.341463259,0,2
MAC004567,Std,ACORN-B,Affluent,3,7752.21,12.30816554,9.702390488,0,2
MAC003445,Std,ACORN-B,Affluent,3,10691.298,12.30816554,20.75980194,0,2
MAC003441,Std,ACORN-B,Affluent,3,8952.421001,12.30816554,17.38334175,0,2
MAC001835,ToU,ACORN-B,Affluent,3,8754.41,12.30816554,13.87386688,1,2
MAC003403,Std,ACORN-B,Affluent,3,3058.123,12.30816554,5.892337187,0,2
MAC001410,ToU,ACORN-B,Affluent,3,6541.692,12.30816554,10.03326994,1,2
MAC003607,Std,ACORN-B,Affluent,3,11151.335,12.30816554,22.03821145,0,2
MAC003876,Std,ACORN-B,Affluent,3,9839.029,12.30816554,19.99802642,0,2
MAC001448,Std,ACORN-B,Affluent,3,4862.84,12.30816554,7.492819723,0,2
MAC003900,Std,ACORN-B,Affluent,3,5858.707002,12.30816554,11.93219349,0,2
MAC004408,ToU,ACORN-B,Affluent,3,5795.056,12.30816554,8.139123596,1,2
MAC003225,Std,ACORN-B,Affluent,3,6521.396,12.30816554,12.30452075,0,2
MAC003908,Std,ACORN-B,Affluent,3,2044.222999,12.30816554,5.136238692,0,2
MAC003822,Std,ACORN-B,Affluent,3,3430.368,12.30816554,6.944064777,0,2
MAC000897,Std,ACORN-B,Affluent,3,3419.081,12.30816554,5.080358098,0,2
MAC003355,Std,ACORN-B,Affluent,3,9698.397001,12.30816554,18.61496545,0,2
MAC004287,Std,ACORN-B,Affluent,3,7744.299,12.30816554,11.98807895,0,2
MAC002528,Std,ACORN-B,Affluent,3,1965.375,12.30816554,3.275625,0,2
MAC003427,ToU,ACORN-C,Affluent,3,8342.384001,11.98664011,16.16741085,1,3
MAC002862,Std,ACORN-C,Affluent,3,11442.834,11.98664011,17.36393626,0,3
MAC002481,Std,ACORN-C,Affluent,3,8593.685,11.98664011,12.84556801,0,3
MAC003580,ToU,ACORN-C,Affluent,3,3191.242,11.98664011,6.281972441,1,3
MAC002859,Std,ACORN-C,Affluent,3,7324.894998,11.98664011,11.11516692,0,3
MAC003358,ToU,ACORN-C,Affluent,3,3611.534999,11.98664011,6.931928982,1,3
MAC002606,Std,ACORN-C,Affluent,3,6956.270999,11.98664011,11.61314023,0,3
MAC002599,Std,ACORN-C,Affluent,3,7046.591001,11.98664011,11.76392488,0,3
MAC002214,Std,ACORN-C,Affluent,3,5211.456,11.98664011,8.543370491,0,3
MAC002474,Std,ACORN-C,Affluent,3,2863.202999,11.98664011,4.279825111,0,3
MAC003365,ToU,ACORN-C,Affluent,3,2427.092,11.98664011,4.667484616,1,3
MAC002595,Std,ACORN-C,Affluent,3,4964.24,11.98664011,8.28754591,0,3
MAC003387,ToU,ACORN-C,Affluent,3,1841.077,11.98664011,3.547354528,1,3
MAC002582,Std,ACORN-C,Affluent,3,5540.052001,11.98664011,9.248834726,0,3
MAC002575,Std,ACORN-C,Affluent,3,3978.076001,11.98664011,6.641195327,0,3
MAC002296,Std,ACORN-C,Affluent,4,8244.027,11.98664011,12.19530621,0,3
MAC002829,Std,ACORN-C,Affluent,4,6678.182,11.98664011,10.13381184,0,3
MAC003366,ToU,ACORN-C,Affluent,4,2539.875,11.98664011,4.884374999,1,3
MAC003434,ToU,ACORN-C,Affluent,4,1939.218,11.98664011,3.765471845,1,3
MAC002503,Std,ACORN-C,Affluent,4,2507.066001,11.98664011,10.27486066,0,3
MAC004848,Std,ACORN-C,Affluent,4,5383.128001,11.98664011,6.788307694,0,3
MAC002015,Std,ACORN-C,Affluent,4,5244.459,11.98664011,8.377730033,0,3
MAC001371,Std,ACORN-C,Affluent,4,10374.57,11.98664011,15.88754977,0,3
MAC001313,Std,ACORN-C,Affluent,4,5424.515001,11.98664011,8.281702292,0,3
MAC004509,ToU,ACORN-C,Affluent,4,8765.859997,11.98664011,10.93,1,3
MAC001140,Std,ACORN-C,Affluent,4,4383.191,11.98664011,6.631151286,0,3
MAC004825,ToU,ACORN-C,Affluent,4,3457.516,11.98664011,4.989200577,1,3
MAC000798,Std,ACORN-C,Affluent,4,2951.639,11.98664011,4.372798519,0,3
MAC001395,Std,ACORN-C,Affluent,4,16000.758,11.98664011,24.50345789,0,3
MAC004910,ToU,ACORN-C,Affluent,4,5962.91,11.98664011,7.713984476,1,3
MAC000689,Std,ACORN-C,Affluent,4,9495.995001,11.98664011,13.94419237,0,3
MAC000630,Std,ACORN-C,Affluent,4,10974.541,11.98664011,15.97458661,0,3
MAC005489,ToU,ACORN-C,Affluent,4,5728.643,11.98664011,8.399769794,1,3
MAC000545,Std,ACORN-C,Affluent,4,5132.683,11.98664011,7.626572066,0,3
MAC005550,ToU,ACORN-C,Affluent,4,8013.545,11.98664011,11.75006598,1,3
MAC000517,Std,ACORN-C,Affluent,4,3286.541001,11.98664011,5.03298775,0,3
MAC000744,Std,ACORN-C,Affluent,4,4473.159999,11.98664011,6.568516885,0,3
MAC002070,Std,ACORN-C,Affluent,4,6917.320999,11.98664011,11.08545032,0,3
MAC001401,Std,ACORN-C,Affluent,4,5093.049999,11.98664011,7.799464011,0,3
MAC001488,Std,ACORN-C,Affluent,4,5246.428,11.98664011,8.108853168,0,3
MAC003736,ToU,ACORN-C,Affluent,4,5152.981001,11.98664011,10.32661523,1,3
MAC001988,Std,ACORN-C,Affluent,4,5724.197,11.98664011,9.129500798,0,3
MAC001958,Std,ACORN-C,Affluent,4,3825.207,11.98664011,6.100808613,0,3
MAC003745,ToU,ACORN-C,Affluent,4,4148.62,11.98664011,8.313867736,1,3
MAC003762,ToU,ACORN-C,Affluent,4,5614.518998,11.98664011,11.27413453,1,3
MAC003766,ToU,ACORN-C,Affluent,4,5313.576998,11.98664011,10.66983333,1,3
MAC001465,Std,ACORN-C,Affluent,4,8056.574998,11.98664011,14.675,0,3
MAC003782,ToU,ACORN-C,Affluent,4,6425.612,11.98664011,12.90283534,1,3
MAC001664,Std,ACORN-C,Affluent,4,11716.107,11.98664011,18.24938785,0,3
MAC001652,Std,ACORN-C,Affluent,4,3810.6,11.98664011,5.935514019,0,3
MAC003914,ToU,ACORN-C,Affluent,4,13823.503,11.98664011,28.15377393,1,3
MAC001579,Std,ACORN-C,Affluent,4,15492.76,11.98664011,24.01978294,0,3
MAC001553,Std,ACORN-C,Affluent,4,4332.515,11.98664011,6.685979938,0,3
MAC001544,Std,ACORN-C,Affluent,4,10895.828,11.98664011,16.81454938,0,3
MAC001695,Std,ACORN-C,Affluent,4,3786.334,11.98664011,5.916146875,0,3
MAC001661,Std,ACORN-C,Affluent,4,13893.487,11.98664011,21.64094548,0,3
MAC002604,ToU,ACORN-C,Affluent,4,10642.903,11.98664011,17.76778464,1,3
MAC003033,Std,ACORN-C,Affluent,4,8644.140999,11.98664011,13.19716183,0,3
MAC003901,Std,ACORN-C,Affluent,4,3330.608,11.98664011,6.783315682,0,3
MAC003889,Std,ACORN-C,Affluent,4,5405.489,11.98664011,11.00914257,0,3
MAC005066,Std,ACORN-C,Affluent,4,4727.700002,11.98664011,7.375507023,0,3
MAC005112,Std,ACORN-C,Affluent,4,2316.161,11.98664011,3.619001562,0,3
MAC005320,Std,ACORN-C,Affluent,4,11450.393,11.98664011,15.39031318,0,3
MAC003843,Std,ACORN-C,Affluent,4,6727.129998,11.98664011,13.61767206,0,3
MAC003804,Std,ACORN-C,Affluent,4,5481.146003,11.98664011,11.07302223,0,3
MAC003787,Std,ACORN-C,Affluent,5,3575.015,11.98664011,7.222252525,0,3
MAC003907,Std,ACORN-C,Affluent,5,14106.196,11.98664011,28.72952343,0,3
MAC003776,Std,ACORN-C,Affluent,5,9083.168997,11.98664011,18.23929518,0,3
MAC003755,Std,ACORN-C,Affluent,5,5940.866,11.98664011,11.9294498,0,3
MAC003748,Std,ACORN-C,Affluent,5,5060.376,11.98664011,14.37606818,0,3
MAC005506,Std,ACORN-C,Affluent,5,6240.137998,11.98664011,10.7218866,0,3
MAC003731,Std,ACORN-C,Affluent,5,2099.698,11.98664011,4.207811623,0,3
MAC005509,Std,ACORN-C,Affluent,5,8284.983001,11.98664011,12.13028258,0,3
MAC000005,ToU,ACORN-C,Affluent,5,2911.006,11.98664011,4.56270533,1,3
MAC000017,ToU,ACORN-C,Affluent,5,5199.426001,11.98664011,6.371845589,1,3
MAC003642,Std,ACORN-C,Affluent,5,11851.756,11.98664011,23.46882376,0,3
MAC005490,Std,ACORN-C,Affluent,5,11464.971,11.98664011,16.78619473,0,3
MAC003912,Std,ACORN-C,Affluent,5,3733.086,11.98664011,7.603026476,0,3
MAC003933,Std,ACORN-C,Affluent,5,3677.009,11.98664011,7.941704103,0,3
MAC004029,Std,ACORN-C,Affluent,5,6633.223999,11.98664011,11.00037147,0,3
MAC004750,Std,ACORN-C,Affluent,5,5453.194,11.98664011,10.19288598,0,3
MAC004712,Std,ACORN-C,Affluent,5,9099.412,11.98664011,18.45722515,0,3
MAC004673,Std,ACORN-C,Affluent,5,2186.457,11.98664011,3.662407036,0,3
MAC004664,Std,ACORN-C,Affluent,5,5705.367,11.98664011,9.556728643,0,3
MAC004585,Std,ACORN-C,Affluent,5,9914.798998,11.98664011,16.55225208,0,3
MAC004925,Std,ACORN-C,Affluent,5,12117.163,11.98664011,15.71616472,0,3
MAC004504,Std,ACORN-C,Affluent,5,21785.876,11.98664011,27.13060523,0,3
MAC004455,Std,ACORN-C,Affluent,5,14198.095,11.98664011,17.61550248,0,3
MAC004447,Std,ACORN-C,Affluent,5,6117.335001,11.98664011,8.603846695,0,3
MAC004415,Std,ACORN-C,Affluent,5,4800.204,11.98664011,6.741859551,0,3
MAC004406,Std,ACORN-C,Affluent,5,2945.631,11.98664011,4.137122191,0,3
MAC004989,Std,ACORN-C,Affluent,5,7328.608,11.98664011,9.579879738,0,3
MAC004369,Std,ACORN-C,Affluent,5,9568.821999,11.98664011,13.38296783,0,3
MAC004367,Std,ACORN-C,Affluent,5,6346.814,11.98664011,8.876662937,0,3
MAC004336,Std,ACORN-C,Affluent,5,5072.690999,11.98664011,7.074882844,0,3
MAC004249,Std,ACORN-C,Affluent,5,28420.19799,11.98664011,43.92611746,0,3
MAC005028,Std,ACORN-C,Affluent,5,11894.985,11.98664011,15.65129605,0,3
MAC004108,Std,ACORN-C,Affluent,5,3336.241,11.98664011,5.116934049,0,3
MAC004040,Std,ACORN-C,Affluent,5,2460.013,11.98664011,4.079623549,0,3
MAC003639,Std,ACORN-C,Affluent,5,9482.687998,11.98664011,18.7776,0,3
MAC000598,ToU,ACORN-C,Affluent,5,4125.051,11.98664011,5.995713663,1,3
MAC003592,Std,ACORN-C,Affluent,5,3083.331,11.98664011,18.80079878,0,3
MAC003584,Std,ACORN-C,Affluent,5,3891.588,11.98664011,7.660606299,0,3
MAC003313,Std,ACORN-C,Affluent,5,4621.872,11.98664011,8.837231357,0,3
MAC003299,Std,ACORN-C,Affluent,5,9871.904001,11.98664011,18.87553346,0,3
MAC003288,Std,ACORN-C,Affluent,5,4267.506,11.98664011,8.113129278,0,3
MAC003287,Std,ACORN-C,Affluent,5,3307.787001,11.98664011,6.288568443,0,3
MAC003283,Std,ACORN-C,Affluent,5,12627.647,11.98664011,24.00693345,0,3
MAC003278,Std,ACORN-C,Affluent,5,13960.221,11.98664011,26.48998292,0,3
MAC003275,Std,ACORN-C,Affluent,5,5007.884,11.98664011,9.502626185,0,3
MAC003260,Std,ACORN-C,Affluent,5,8906.31,11.98664011,16.86801136,0,3
MAC002797,ToU,ACORN-C,Affluent,5,4852.325,11.98664011,7.363163885,1,3
MAC003235,Std,ACORN-C,Affluent,5,12662.944,11.98664011,23.89234717,0,3
MAC003231,Std,ACORN-C,Affluent,5,8869.729,11.98664011,20.48436259,0,3
MAC003061,ToU,ACORN-C,Affluent,5,17700.00199,11.98664011,27.06422323,1,3
MAC003220,Std,ACORN-C,Affluent,6,7038.495999,11.98664011,13.28018113,0,3
MAC003157,ToU,ACORN-C,Affluent,6,11022.56,11.98664011,18.52531093,1,3
MAC003204,Std,ACORN-C,Affluent,6,3750.406,11.98664011,7.049635338,0,3
MAC003184,Std,ACORN-C,Affluent,6,7414.072999,11.98664011,13.88403183,0,3
MAC003201,ToU,ACORN-C,Affluent,6,5769.165997,11.98664011,10.82395121,1,3
MAC003137,Std,ACORN-C,Affluent,6,9694.416999,11.98664011,16.29313781,0,3
MAC003065,Std,ACORN-C,Affluent,6,11562.03,11.98664011,17.6519542,0,3
MAC003319,Std,ACORN-C,Affluent,6,12442.763,11.98664011,23.79113384,0,3
MAC003001,Std,ACORN-C,Affluent,6,5099.734,11.98664011,8.429312396,0,3
MAC003335,Std,ACORN-C,Affluent,6,3865.68,11.98664011,7.405517242,0,3
MAC003339,Std,ACORN-C,Affluent,6,8981.535998,11.98664011,17.23903263,0,3
MAC001064,ToU,ACORN-C,Affluent,6,4438.057001,11.98664011,9.075781188,1,3
MAC003558,Std,ACORN-C,Affluent,6,6079.050999,11.98664011,11.96663583,0,3
MAC001219,ToU,ACORN-C,Affluent,6,11108.563,11.98664011,16.90801065,1,3
MAC003556,Std,ACORN-C,Affluent,6,9239.627,11.98664011,18.15250884,0,3
